titulo,preco,rating,disponibilidade,categoria,imagem_url,id
Twenty Love Poems and a Song of Despair,30.95,4,In stock,Fantasy,https://books.toscrape.com/media/cache/df/ab/dfab1d94f9190df7c13b63a093a6d16e.jpg,830
Travels with Charley: In Search of America,57.82,5,In stock,Childrens,https://books.toscrape.com/media/cache/ff/60/ff60e98e3da9c76d6f65b26bd7142d94.jpg,831
Three Wishes (River of Time: California #1),44.18,2,In stock,Fiction,https://books.toscrape.com/media/cache/c7/21/c721943edf481cad5ab32505e2ad3865.jpg,832
This One Moment (Pushing Limits #1),48.71,1,In stock,Paranormal,https://books.toscrape.com/media/cache/9b/06/9b061431c4fbb98cc18068a523a49988.jpg,833
The Zombie Room,19.69,5,In stock,Fantasy,https://books.toscrape.com/media/cache/1a/2d/1a2d5e478c6b33738ff17e7acfbd8b66.jpg,834
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/64/75/64752f8cdae54b164fb81bfd81accd55.jpg,835
The Tumor,41.56,5,In stock,Romance,https://books.toscrape.com/media/cache/db/f4/dbf4f5d4e7c0364b078aa5ce7e196853.jpg,836
The Story of Hong Gildong,43.19,4,In stock,Classics,https://books.toscrape.com/media/cache/ab/16/ab16eb035cc58809a73c4699477de9cb.jpg,837
The Silent Wife,12.34,5,In stock,Romance,https://books.toscrape.com/media/cache/9b/a3/9ba37429e4a2307fe0b2f4f4162dd636.jpg,838
The Silent Twin (Detective Jennifer Knight #3),36.25,3,In stock,Science,https://books.toscrape.com/media/cache/a0/7b/a07b53e1708f9055145aa1ec3af8608d.jpg,839
The Selfish Gene,29.45,1,In stock,Science Fiction,https://books.toscrape.com/media/cache/08/14/0814f26516fb72b7391d0a742b5928a2.jpg,840
The Bhagavad Gita,57.49,3,In stock,Religion,https://books.toscrape.com/media/cache/4e/69/4e69dacc99de838814d0f65c94e67f6c.jpg,841
The Bette Davis Club,30.66,3,In stock,Fiction,https://books.toscrape.com/media/cache/23/08/2308bf77130cf0a917642d82dbf4be05.jpg,842
The Art of Not Breathing,40.83,4,In stock,Classics,https://books.toscrape.com/media/cache/37/26/3726bb1bf30241b6d6f8c8488ad70989.jpg,843
Taking Shots (Assassins #1),18.88,2,In stock,Sports and Games,https://books.toscrape.com/media/cache/ea/92/ea92404bce04a4bc76f3ed9c5344b2bf.jpg,844
Starlark,25.83,3,In stock,Young Adult,https://books.toscrape.com/media/cache/b4/9e/b49e66e8f446d9a3dae488955f2aa487.jpg,845
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,In stock,Default,https://books.toscrape.com/media/cache/6c/60/6c607509837e2b362ffd7c0e15e7b1f9.jpg,846
Sister Sable (The Mad Queen #1),13.33,3,In stock,Default,https://books.toscrape.com/media/cache/2c/89/2c89c4c5528ab4b9101701437953df75.jpg,847
Shatter Me (Shatter Me #1),42.4,1,In stock,Fantasy,https://books.toscrape.com/media/cache/f0/31/f031254cafbdff0092c76c8dcba24139.jpg,848
Shameless,58.35,3,In stock,Historical Fiction,https://books.toscrape.com/media/cache/a2/19/a2198abf12e3287f84997b35f4e1050e.jpg,849
Shadow Rites (Jane Yellowrock #10),21.72,4,In stock,Default,https://books.toscrape.com/media/cache/7a/0d/7a0d52ec06a57c117c0b99c7980756e7.jpg,850
Settling the Score (The Summer Games #1),44.91,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/9b/4e/9b4ece2ab5a6335c8594c878e2f22df1.jpg,851
Sense and Sensibility,37.46,1,In stock,Fantasy,https://books.toscrape.com/media/cache/7d/53/7d53e2264b9647ee307259be9f73585d.jpg,852
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,In stock,Fantasy,https://books.toscrape.com/media/cache/c6/ca/c6cab3f679acb45fd2eba092ec9f6a2a.jpg,853
"Rhythm, Chord & Malykhin",28.34,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/43/85/4385ee0304bc3546f2b6eaa75c46d4f8.jpg,854
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,In stock,Romance,https://books.toscrape.com/media/cache/0d/22/0d22f9ee696b7443d1573e7752645c6d.jpg,855
Paradise Lost (Paradise #1),24.96,1,In stock,Sequential Art,https://books.toscrape.com/media/cache/66/f9/66f9edebe41032584e08dcf2fc27b8b4.jpg,856
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,In stock,Sequential Art,https://books.toscrape.com/media/cache/87/2b/872ba3b06a97e6662770bc2152595b84.jpg,857
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,In stock,Fantasy,https://books.toscrape.com/media/cache/d5/c5/d5c5a6ebf05b68bee78a38a8ea62305d.jpg,858
Origins (Alphas 0.5),28.99,1,In stock,New Adult,https://books.toscrape.com/media/cache/12/9b/129b70d7b45d78a26459e7445e0e13e2.jpg,859
One Second (Seven #7),52.94,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/3f/f3/3ff3f7a0f3c949bb7adbe5f7fe80b9ab.jpg,860
On the Road (Duluoz Legend),32.36,3,In stock,Fiction,https://books.toscrape.com/media/cache/b8/3e/b83e5f1b9c1dcfe0ef05cff4b080e0fa.jpg,861
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,In stock,Default,https://books.toscrape.com/media/cache/7e/94/7e947f3dd04f178175b85123829467a9.jpg,862
Off Sides (Off #1),39.45,5,In stock,Romance,https://books.toscrape.com/media/cache/03/ed/03ed67ea504353b91b035151d8e80db2.jpg,863
Of Mice and Men,47.11,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/0f/ca/0fca4597765ffacdb7bd529fc5eb88fa.jpg,864
Myriad (Prentor #1),58.75,4,In stock,New Adult,https://books.toscrape.com/media/cache/6b/fa/6bfae8a489ff53f50467705c1e6fff19.jpg,865
My Perfect Mistake (Over the Top #1),38.92,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/0d/03/0d03eb55ed070a53b6c4b6eedd48b458.jpg,866
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,In stock,Classics,https://books.toscrape.com/media/cache/f4/96/f496db4d78639e233978ae2bee021752.jpg,867
Meditations,25.89,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/df/c9/dfc9ed72e963572d23233b3a8cb01676.jpg,868
Matilda,28.34,1,In stock,Sports and Games,https://books.toscrape.com/media/cache/03/47/0347bd215f4813edd81c2cd76bab53ca.jpg,869
Lost Among the Living,27.7,4,In stock,Romance,https://books.toscrape.com/media/cache/5a/40/5a40d914bc3491e5909f1167f9cb34f2.jpg,870
Lord of the Flies,24.89,3,In stock,Sequential Art,https://books.toscrape.com/media/cache/33/73/3373a168b588e3fb19c558a21da71ac9.jpg,871
Listen to Me (Fusion #1),58.99,3,In stock,Childrens,https://books.toscrape.com/media/cache/00/dd/00dd43f59d255cbc16e9d9c9ed20a997.jpg,872
Kitchens of the Great Midwest,57.2,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/5e/37/5e379c1cc7003127bc74257a1b721540.jpg,873
Jane Eyre,38.43,5,In stock,Philosophy,https://books.toscrape.com/media/cache/0b/9b/0b9bd2c1de5ec402b2c797b53e5257f6.jpg,874
Imperfect Harmony,34.74,4,In stock,Add a comment,https://books.toscrape.com/media/cache/fb/29/fb299a516730a2f2602b10f945f7a8e5.jpg,875
Icing (Aces Hockey #2),40.44,4,In stock,Music,https://books.toscrape.com/media/cache/8d/1e/8d1e285bf672b2ea66879490cc5f6904.jpg,876
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,In stock,Historical Fiction,https://books.toscrape.com/media/cache/16/46/16460146a1a8b99c82da027368383ade.jpg,877
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,In stock,Fantasy,https://books.toscrape.com/media/cache/f4/83/f4835e9f3fdd8b8107bbb39a391654f0.jpg,878
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,In stock,Default,https://books.toscrape.com/media/cache/35/0b/350b1224dc46533851d5a34134e44842.jpg,879
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,In stock,Romance,https://books.toscrape.com/media/cache/7c/c1/7cc13a8fb238202250e87843c1a62f94.jpg,880
Annie on My Mind,36.83,5,In stock,Young Adult,https://books.toscrape.com/media/cache/88/ba/88baf408218bf1e31626211da4329c6b.jpg,881
And Then There Were None,35.01,2,In stock,Young Adult,https://books.toscrape.com/media/cache/21/bf/21bf2eb0bff3134837def8bd40845ba0.jpg,882
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,In stock,Nonfiction,https://books.toscrape.com/media/cache/25/ff/25ffbe6f0e8961a1cb2ace38a5b02279.jpg,883
A Visit from the Goon Squad,14.08,5,In stock,Music,https://books.toscrape.com/media/cache/92/02/9202adfd4bc39e4058c5b9e851ffbf5a.jpg,884
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/39/83/3983449f17095ed15a4878d6bc8114c9.jpg,885
A Heartbreaking Work of Staggering Genius,54.29,5,In stock,Autobiography,https://books.toscrape.com/media/cache/7a/58/7a587c5814f33c0c54e8bfa0ef66d690.jpg,886
8 Keys to Mental Health Through Exercise,31.04,1,In stock,Fantasy,https://books.toscrape.com/media/cache/b8/44/b844a77409f1d53cbb66148820abc217.jpg,887
#GIRLBOSS,50.96,1,In stock,Classics,https://books.toscrape.com/media/cache/70/9a/709a7625e50abf3fc3f26c0396a62131.jpg,888
"The Suffragettes (Little Black Classics, #96)",11.89,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/ee/c3/eec3857d573218bfd22b23b80bfe740e.jpg,889
The Sense of an Ending,31.38,3,In stock,Sequential Art,https://books.toscrape.com/media/cache/75/46/7546899e546c4aa11b501c0c41060727.jpg,890
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,In stock,Add a comment,https://books.toscrape.com/media/cache/e3/ae/e3ae48fe07d77611b49b5b78d99418ae.jpg,891
The Course of Love,16.78,3,In stock,Fiction,https://books.toscrape.com/media/cache/f2/c9/f2c952cfbce6ab5d8400a0bb8ee4eb5c.jpg,892
Sugar Rush (Offensive Line #2),24.42,1,In stock,Sports and Games,https://books.toscrape.com/media/cache/c3/a9/c3a90a5baa833a37c29c4b03a444737c.jpg,893
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/1a/eb/1aeb5d30809ad96d7c323228a2bd23d3.jpg,894
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,In stock,Young Adult,https://books.toscrape.com/media/cache/91/e6/91e6190dcdd7d6cdeb94a82b60917ec4.jpg,895
New Moon (Twilight #2),12.86,4,In stock,Default,https://books.toscrape.com/media/cache/5a/1f/5a1fa3ec68add137878b42243813263d.jpg,896
Life,31.58,5,In stock,Add a comment,https://books.toscrape.com/media/cache/99/97/9997eda658c2fe50e724171f9c2a2b0b.jpg,897
Kindle Paperwhite User's Guide,34.0,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/3e/49/3e49769bf9bf83d3bb25c6f93a7fcca2.jpg,898
H is for Hawk,57.42,5,In stock,Philosophy,https://books.toscrape.com/media/cache/78/3c/783c89d21306b712d832dbac267b786a.jpg,899
Girl Online On Tour (Girl Online #2),53.47,1,In stock,Psychology,https://books.toscrape.com/media/cache/e0/22/e0221ab11b1d093a2d03927b4962c544.jpg,900
Civilization and Its Discontents,59.95,2,In stock,Psychology,https://books.toscrape.com/media/cache/4d/a6/4da6939a6bbd895a5acdeabad46d1f9f.jpg,901
Cinder (The Lunar Chronicles #1),26.09,1,In stock,Mystery,https://books.toscrape.com/media/cache/4e/d2/4ed2ec75df84ba1093fc4141b29abab3.jpg,902
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/7d/0b/7d0bb832760e81c281d8d283ba6a2b09.jpg,903
Career of Evil (Cormoran Strike #3),24.72,2,In stock,Historical Fiction,https://books.toscrape.com/media/cache/9e/ff/9eff8b66d583e8f0ba58a0bc86de40f2.jpg,904
Breaking Dawn (Twilight #4),35.28,5,In stock,Young Adult,https://books.toscrape.com/media/cache/ce/24/ce242d3eb00bf1938d6c18e0261ef868.jpg,905
Brave Enough,51.32,5,In stock,Classics,https://books.toscrape.com/media/cache/94/c7/94c7add56827e01998189a021ec060e2.jpg,906
Boy Meets Boy,21.12,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/0b/ac/0baceb72d202880d1441a32193df6e11.jpg,907
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/ea/ee/eaee98b302dcaf91d1122816ae553295.jpg,908
Blink: The Power of Thinking Without Thinking,21.74,5,In stock,Default,https://books.toscrape.com/media/cache/5d/41/5d415bc31b1f856a2a9dc8706fd19abd.jpg,909
Black Flags: The Rise of ISIS,40.87,1,In stock,Default,https://books.toscrape.com/media/cache/48/5d/485d2c4cedd639fcb005340a8d589bb3.jpg,910
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,In stock,Fiction,https://books.toscrape.com/media/cache/99/48/9948564dec3ac2f9e32419911b181e37.jpg,911
Big Little Lies,22.11,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/ef/b7/efb72b546fc7cab4ba1735b4b82c5851.jpg,912
Between Shades of Gray,20.79,5,In stock,Young Adult,https://books.toscrape.com/media/cache/f9/19/f919f64fc0e3642cdc604134bfd93774.jpg,913
Best of My Love (Fool's Gold #20),27.41,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/06/8c/068ccab8875670fccb8b72234370d16f.jpg,914
Beowulf,38.35,2,In stock,Parenting,https://books.toscrape.com/media/cache/dd/6e/dd6e7b84e99f3b4b5655ea0db74af2b4.jpg,915
Beautiful Creatures (Caster Chronicles #1),21.55,5,In stock,Sequential Art,https://books.toscrape.com/media/cache/82/06/8206f351bd1ff6f52eed515a3b366916.jpg,916
Awkward,38.02,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/41/72/417255e608c389aedfb68491dae92c9c.jpg,917
Ash,22.06,4,In stock,Fantasy,https://books.toscrape.com/media/cache/d7/f0/d7f00033bda3779b2fd017e32e7c800c.jpg,918
Are We There Yet?,10.66,3,In stock,Childrens,https://books.toscrape.com/media/cache/f8/be/f8be3238a1cf039a3e7d50de1d4c2cfd.jpg,919
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,In stock,Romance,https://books.toscrape.com/media/cache/71/d1/71d199b2abd878b9943dc818b77a1e72.jpg,920
Jurassic Park (Jurassic Park #1),44.97,1,In stock,Fiction,https://books.toscrape.com/media/cache/9a/71/9a7160b396790bd4a351522278de4f8c.jpg,921
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/fa/36/fa3659740e31eb57775cc2647654bf11.jpg,922
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/6b/94/6b94e98f822a42c03c4ff0b9cfdd6e0c.jpg,923
Into the Wild,56.7,5,In stock,Christian Fiction,https://books.toscrape.com/media/cache/e2/ca/e2ca3b870db8071034edea19b1da3de2.jpg,924
Inferno (Robert Langdon #4),41.0,5,In stock,Default,https://books.toscrape.com/media/cache/e3/11/e3111146083821b5a3670d869ab40d2a.jpg,925
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,In stock,Fiction,https://books.toscrape.com/media/cache/25/82/2582a9f11ad68a30e44cc0b459383474.jpg,926
If I Run (If I Run #1),49.97,4,In stock,Childrens,https://books.toscrape.com/media/cache/c3/d0/c3d0f2fb5cacbca64639a679b962e1b9.jpg,927
I've Got Your Number,19.69,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/b2/df/b2df826432771838819db89c20e20609.jpg,928
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,In stock,Horror,https://books.toscrape.com/media/cache/52/7a/527a7d3b9b4928c093cadd75661bf467.jpg,929
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/6f/c4/6fc450625cd672e871a6176f74909be2.jpg,930
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/43/fd/43fda1db93163d67705264dcfa98aaa5.jpg,931
House of Leaves,54.89,1,In stock,Default,https://books.toscrape.com/media/cache/14/25/142563ccee483bc07632f9c083a68326.jpg,932
Horrible Bear!,37.52,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/d2/63/d26337dee5c0b13b56b7aea59d611570.jpg,933
Holidays on Ice,51.07,2,In stock,Fantasy,https://books.toscrape.com/media/cache/4b/9a/4b9a2a6d4c995e12fe216f6173a582be.jpg,934
Heir to the Sky,44.07,4,In stock,Humor,https://books.toscrape.com/media/cache/6d/b1/6db1568e09d10652593638a5f85e7202.jpg,935
Green Eggs and Ham (Beginner Books B-16),10.79,4,In stock,Childrens,https://books.toscrape.com/media/cache/3a/0e/3a0e75e4f758f90a80965869afbe41b4.jpg,936
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,In stock,Food and Drink,https://books.toscrape.com/media/cache/f9/4c/f94cfc3c82abb799568d1ea029b1d3d1.jpg,937
Gratitude,26.66,5,In stock,Womens Fiction,https://books.toscrape.com/media/cache/07/b6/07b673e7d367a5e89418bd513a8d5e72.jpg,938
Gone Girl,37.6,5,In stock,Young Adult,https://books.toscrape.com/media/cache/24/ad/24ad42075b1aa1403aef934c29c1e8ba.jpg,939
Golden (Heart of Dread #3),42.21,4,In stock,History,https://books.toscrape.com/media/cache/39/2f/392fedbcda7bf8f968d5e6643ea5545f.jpg,940
Notes from a Small Island (Notes From a Small Island #1),40.17,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/61/39/61393c43f7caaccaa07daccaa8530736.jpg,941
Night (The Night Trilogy #1),13.51,1,In stock,Fantasy,https://books.toscrape.com/media/cache/e3/cc/e3ccf96311f9c1b9e9ecc80e16c05f4e.jpg,942
Neither Here nor There: Travels in Europe,38.95,3,In stock,Nonfiction,https://books.toscrape.com/media/cache/06/81/0681530a7bc301caf5c3257e1b0f0750.jpg,943
Naked,31.69,3,In stock,Autobiography,https://books.toscrape.com/media/cache/e7/12/e71268a559d73826aa64151d47357a12.jpg,944
Morning Star (Red Rising #3),29.4,1,In stock,Fiction,https://books.toscrape.com/media/cache/b5/f0/b5f04530d0343e763a80ef3f2dbdb386.jpg,945
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/7c/8e/7c8ea0cef3825cc6ddae55267c55a59e.jpg,946
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,In stock,Autobiography,https://books.toscrape.com/media/cache/e6/57/e6574a313ad7e6adf97a1d71318f9a7f.jpg,947
Me Talk Pretty One Day,57.6,2,In stock,Autobiography,https://books.toscrape.com/media/cache/98/9f/989fe700e9e6bdec4fc3217daa5b7df3.jpg,948
Manuscript Found in Accra,34.98,2,In stock,Young Adult,https://books.toscrape.com/media/cache/26/b7/26b72a3c1cf2a8afdbe92fa1a1d78f41.jpg,949
Lust & Wonder,11.87,2,In stock,Young Adult,https://books.toscrape.com/media/cache/61/ba/61ba5bc1ee3d8cb3dd350120ffa3f31e.jpg,950
Lila (Gilead #3),12.47,3,In stock,Travel,https://books.toscrape.com/media/cache/2b/99/2b99a765a013979637b4a6726bfb10f5.jpg,951
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/ef/8b/ef8bc5adcd3bea8e8ba97be76d07a32a.jpg,952
Life Without a Recipe,59.04,5,In stock,Default,https://books.toscrape.com/media/cache/80/b3/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg,953
Life After Life,26.13,2,In stock,Humor,https://books.toscrape.com/media/cache/59/80/59803a88c2e5dd7a2e36de1d41f7f1ae.jpg,954
Letter to a Christian Nation,22.2,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/74/c2/74c2893188f917409ba564d46f481f77.jpg,955
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,In stock,Default,https://books.toscrape.com/media/cache/78/e1/78e1b9ccc99ba11d78015f0a18f0b421.jpg,956
Legend (Legend #1),43.69,4,In stock,Add a comment,https://books.toscrape.com/media/cache/6c/6c/6c6c0984ab57d6b4f71d84dd0db0f65b.jpg,957
"Lean In: Women, Work, and the Will to Lead",25.02,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/4f/e5/4fe55bc7134401f6db04f0775ead1d4c.jpg,958
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,In stock,Default,https://books.toscrape.com/media/cache/a1/03/a10370da29e4ba78c7a75a14041eae0e.jpg,959
Lady Renegades (Rebel Belle #3),53.04,5,In stock,Humor,https://books.toscrape.com/media/cache/d2/c2/d2c259e13fe3097325549a14f996b462.jpg,960
Girl in the Blue Coat,46.83,2,In stock,Historical Fiction,https://books.toscrape.com/media/cache/bf/7a/bf7a5bc1d1ebac5e9b6fbb147828a123.jpg,961
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,In stock,Sequential Art,https://books.toscrape.com/media/cache/7b/e7/7be75475a916d6df4edebfc5fe36c3f9.jpg,962
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/7d/cf/7dcf6c3b419bf7e7e3b3b8162b177869.jpg,963
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,In stock,Default,https://books.toscrape.com/media/cache/cd/53/cd53431a069ee01572988de29ef68da5.jpg,964
Fifty Shades Freed (Fifty Shades #3),15.36,5,In stock,Default,https://books.toscrape.com/media/cache/18/d8/18d8e02c75c2ef23556c9746fae57e43.jpg,965
Fellside,38.62,1,In stock,Default,https://books.toscrape.com/media/cache/f4/8f/f48f179d6bda290b66b2d165e0a419e6.jpg,966
Extreme Prey (Lucas Davenport #26),25.4,3,In stock,Mystery,https://books.toscrape.com/media/cache/de/86/de86d4f1563fad2ca088922fbbb2b36a.jpg,967
Eragon (The Inheritance Cycle #1),43.87,3,In stock,Adult Fiction,https://books.toscrape.com/media/cache/2d/62/2d625f26cb3bbeef851221f125b81daf.jpg,968
Eclipse (Twilight #3),18.74,1,In stock,Fantasy,https://books.toscrape.com/media/cache/05/f8/05f833af99c37decb506e34e36f5cdaf.jpg,969
Dune (Dune #1),54.86,1,In stock,Nonfiction,https://books.toscrape.com/media/cache/7a/bc/7abccb865ecf9b0f676800b10c71cfd6.jpg,970
Dracula,52.62,3,In stock,Add a comment,https://books.toscrape.com/media/cache/ef/d7/efd7c316b4d60a403ba6d111fdeb2d41.jpg,971
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,In stock,Default,https://books.toscrape.com/media/cache/fa/65/fa653fbe3a4c69227c9b79d471cee576.jpg,972
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,In stock,Childrens,https://books.toscrape.com/media/cache/2c/32/2c32dd01215c98fc1f6b176b6a9b3ece.jpg,973
Dead Wake: The Last Crossing of the Lusitania,39.24,5,In stock,Default,https://books.toscrape.com/media/cache/69/0e/690ee5b7ef94ea460861eee2e67fd787.jpg,974
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,In stock,Default,https://books.toscrape.com/media/cache/df/95/df9520adbabbb17f22fcb3f49c69640f.jpg,975
Darkfever (Fever #1),56.02,1,In stock,Sports and Games,https://books.toscrape.com/media/cache/af/08/af08d08c90b4df63ca5a2819a754da18.jpg,976
Dark Places,23.9,5,In stock,Fantasy,https://books.toscrape.com/media/cache/51/bf/51bf575f9af355f4f9f98abe8986402a.jpg,977
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,In stock,Fiction,https://books.toscrape.com/media/cache/9a/62/9a621372fed3a80015283013d8a452cd.jpg,978
Counting Thyme,10.62,1,In stock,Add a comment,https://books.toscrape.com/media/cache/e0/ae/e0ae97753a73b88b61b13b19977613dc.jpg,979
Cosmos,36.17,2,In stock,Science Fiction,https://books.toscrape.com/media/cache/65/7b/657b1d20ea50775c5c87e039ed8aeebc.jpg,980
The Secret Healer,34.56,3,In stock,Historical Fiction,https://books.toscrape.com/media/cache/69/d2/69d225899cce0a150c605ead01e02f60.jpg,981
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,In stock,Add a comment,https://books.toscrape.com/media/cache/56/ea/56eac75378feb4cab0dcb9d2101cf58b.jpg,982
The Republic,33.78,3,In stock,Philosophy,https://books.toscrape.com/media/cache/7b/2c/7b2cb77c4608fce189caebaa842e135d.jpg,983
The Odyssey,29.64,3,In stock,Young Adult,https://books.toscrape.com/media/cache/0d/e8/0de8211253c4131e0caf9e8528d99443.jpg,984
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,In stock,Sequential Art,https://books.toscrape.com/media/cache/34/2e/342ec55d460f3dd49d77dac2bd4ff489.jpg,985
The Nicomachean Ethics,36.34,1,In stock,Add a comment,https://books.toscrape.com/media/cache/f0/aa/f0aa9ae0319b1d6e0706e6053020e696.jpg,986
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/6a/b3/6ab3616e7495ef64b1546a178cf8a9e7.jpg,987
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,In stock,Fantasy,https://books.toscrape.com/media/cache/84/a8/84a85a5ecca2bdc17e219241938ebdba.jpg,988
The Little Prince,45.42,2,In stock,Add a comment,https://books.toscrape.com/media/cache/c0/78/c078355608dd81c7c5e4f5e1c5f73d23.jpg,989
The Light of the Fireflies,54.43,1,In stock,Womens Fiction,https://books.toscrape.com/media/cache/17/8e/178e6e1cee8e5980e31148ea10a7321f.jpg,990
The Last Girl (The Dominion Trilogy #1),36.26,2,In stock,Nonfiction,https://books.toscrape.com/media/cache/da/47/da4746e620f8ccd7cf20628d1a5e535a.jpg,991
The Iliad,16.16,1,In stock,Sequential Art,https://books.toscrape.com/media/cache/b4/49/b449e504e387b69322d85e76a57ab60f.jpg,992
The Hook Up (Game On #1),36.29,5,In stock,Classics,https://books.toscrape.com/media/cache/38/f1/38f1543cd2d51c2728678f5ecc128958.jpg,993
The Haters,27.89,5,In stock,Add a comment,https://books.toscrape.com/media/cache/4c/e9/4ce9f937ac784ae0b377bcbf2a38a8b2.jpg,994
The Girl You Lost,12.29,5,In stock,Mystery,https://books.toscrape.com/media/cache/90/0d/900dba6987796f4312a6a6737b0ea94d.jpg,995
The Girl In The Ice (DCI Erika Foster #1),15.85,3,In stock,New Adult,https://books.toscrape.com/media/cache/d8/f7/d8f77fe7f4bb8610e903741441f84702.jpg,996
The End of the Jesus Era (An Investigation #1),14.4,1,In stock,Mystery,https://books.toscrape.com/media/cache/fe/47/fe47782c4f8194a4d93ec1381108be88.jpg,997
The Edge of Reason (Bridget Jones #2),19.18,4,In stock,Add a comment,https://books.toscrape.com/media/cache/db/34/db341aa83daa76cd9f9bd2c86ccb5dba.jpg,998
The Complete Maus (Maus #1-2),10.64,3,In stock,Mystery,https://books.toscrape.com/media/cache/a6/f8/a6f889e0ba02be31875d3a324090ef5e.jpg,999
